-49.966,-11.576,-13.55,1
-49.676,37.691,-6.3181,-1
-49.469,-23.73,-41.709,-1
-49.395,-3.4131,6.1457,1
-49.241,-9.9994,24.985,-1
-48.578,-8.6146,12.759,-1
-48.174,16.32,-6.1862,1
-48.102,49.913,-43.248,-1
-47.938,17.694,44.628,-1
-47.937,-42.863,-49.603,1
-47.916,18.626,-42.488,1
-47.515,-19.858,-39.374,-1
-46.762,-34.506,44.866,1
-46.63,-11.193,16.419,-1
-46.47,-17.818,-7.3758,1
-46.424,-18.208,-2.6055,-1
-46.114,-10.233,-20.987,-1
-45.202,-43.307,5.522,1
-44.008,-22.834,0.19704,-1
-43.043,-5.92,-26.294,1
-42.934,-47.941,-28.421,1
-42.792,-40.216,43.212,1
-42.761,-35.971,15.139,1
-42.714,19.004,2.394,-1
-42.172,40.4,-18.787,1
-42.104,3.8385,41.53,-1
-40.44,20.182,-46.658,1
-40.312,-34.764,-31.045,1
-38.543,-15.388,-22.053,1
-37.565,-34.067,-13.017,1
-37.436,30.453,5.9286,-1
-37.177,15.445,49.988,1
-36.324,-31.862,17.467,1
-35.952,39.704,8.6591,-1
-35.895,-22.989,33.038,1
-35.646,13.942,-26.398,1
-34.974,-38.781,45.039,1
-34.818,-12.048,36.514,1
-34.628,11.188,-38.004,1
-34.342,26.786,-42.657,-1
-34.255,-6.8067,41.33,1
-34.16,-15.651,14.399,1
-32.771,-2.0413,1.5233,-1
-32.118,-21.868,43.591,1
-31.582,48.754,0.52106,-1
-30.102,-38.703,-9.4546,1
-29.921,12.482,22.723,-1
-29.767,-9.7168,11.237,-1
-29.682,-44.66,-33.881,-1
-29.366,-6.433,38.284,-1
-29.17,12.886,-26.756,-1
-28.827,-15.463,-46.411,-1
-27.927,24.262,10.211,-1
-27.693,-32.311,38.215,1
-27.354,36.211,-8.4134,-1
-27.332,-47.71,36.196,1
-26.964,-40.833,-7.2833,1
-26.508,32.091,-25.568,-1
-26.39,7.6946,7.5232,-1
-26.237,21.684,42.714,-1
-24.625,-22.534,-9.7659,1
-24.383,15.057,-36.4,-1
-24.31,27.452,48.029,-1
-24.27,-12.028,-47.723,-1
-23.967,48.856,-1.4182,-1
-23.957,49.171,16.698,-1
-23.483,-29.821,-47.588,1
-23.318,-25.869,-7.5257,1
-23.311,35.542,-17.905,-1
-22.346,-0.15759,12.459,-1
-22.173,-4.8915,-23.806,-1
-21.074,-17.597,41.271,1
-20.993,45.838,-3.6999,-1
-20.174,-8.9828,-47.24,-1
-19.234,41.316,14.62,-1
-17.273,-34.384,46.123,1
-16.656,-25.823,10.28,1
-16.579,-25.174,-14.997,1
-15.836,-47.584,6.6986,1
-15.757,-28.112,-32.331,1
-14.018,-46.011,10.166,1
-13.455,-4.5458,46.92,1
-12.901,-4.0432,-23.264,-1
-12.567,-43.025,-0.52792,1
-12.38,-42.576,-7.5124,1
-12.065,-8.859,9.2966,1
-11.684,45.186,10.769,-1
-11.309,41.63,-6.3612,-1
-9.3488,27.629,35.864,-1
-9.2666,39.937,49.745,-1
-9.0362,-43.267,17.784,-1
-6.7714,33.553,-35.198,-1
-6.2146,46.912,41.575,-1
-5.935,-16.06,-16.847,1
-5.9157,-12.497,-40.768,-1
-5.8995,-18.643,-43.47,-1
-4.307,44.505,-8.1397,-1
-4.2168,39.29,-6.503,-1
-3.234,-15.133,-24.84,-1
-1.7136,-22.046,33.767,-1
-0.31167,45.871,46.191,-1
0.97443,-33.653,42.36,1
1.9248,35.556,-17.943,-1
2.304,9.9842,7.946,-1
3.9432,21.31,-7.2653,-1
4.692,15.843,19.693,-1
6.0022,-35.717,3.0075,-1
6.0787,-47.923,5.4277,-1
6.2092,-2.1837,-20.751,-1
6.739,-36.021,-2.2641,1
6.8551,-29.817,48.188,-1
7.2968,24.944,-16.133,-1
7.4348,24.873,44.019,-1
8.0059,24.39,-41.899,-1
8.0697,-11.72,-34.036,1
8.1494,22.221,-8.7163,-1
9.1658,-21.896,-39.068,1
9.334,9.2591,-41.027,-1
9.9052,45.202,-25.469,-1
9.9972,11.006,6.9282,-1
10.212,-14.869,32.906,-1
10.262,1.2267,21.406,-1
10.639,-5.9278,-39.484,-1
11.013,-19.844,49.489,1
11.438,29.26,-21.367,-1
12.009,6.6679,44.336,1
12.57,-39.778,-0.33383,-1
13.191,32.659,11.367,-1
13.531,18.244,33.481,-1
13.749,45.427,23.742,-1
13.913,-40.84,-37.787,1
14.219,-0.12646,39.543,1
14.885,-37.467,33.246,1
15.182,24.058,-9.3768,-1
15.513,49.824,-33.707,-1
15.57,-36.112,41.822,1
15.682,21.568,48.698,1
15.941,2.4294,-20.747,-1
17.186,-11.595,-26.629,1
17.439,48.33,15.17,-1
17.62,-49.645,4.8996,1
17.89,3.6281,46.853,1
18.216,45.272,-9.9179,-1
21.965,-48.417,-42.316,1
22.448,3.0487,-0.98387,1
23.333,-41.565,39.74,1
24.127,-25.796,-27.351,1
25.092,24.354,23.349,-1
26.372,-6.8049,-37.031,1
26.911,28.634,22.285,-1
27.437,35.515,10.765,-1
27.817,-34.46,-23.113,1
27.864,-18.353,-20.772,1
28.171,28.807,32.953,-1
28.558,42.437,46.693,-1
28.832,-20.87,-23.873,1
29.203,-48.202,-30.711,1
29.98,-35.395,37.807,1
30.053,-29.568,-35.431,1
30.162,-21.407,-17.993,1
30.809,14.343,-40.465,-1
30.91,-49.973,-25.008,1
30.972,-5.3089,-6.2337,1
31.986,-12.659,12.702,1
32.455,23.251,44.486,1
32.488,26.976,-46.588,-1
33.118,8.5939,-28.202,1
33.688,-3.4233,-21.155,1
34.185,-9.8239,-48.357,1
34.203,-29.494,8.8749,1
34.266,19.222,-8.3412,-1
34.92,38.526,28.956,-1
35.565,-19.748,2.2139,1
36.209,-7.8574,46.302,1
36.926,15.998,-26.582,-1
