183,67,1
69,34,1
299,114,1
239,91,1
125,46,1
231,78,1
258,90,1
101,44,1
125,57,1
284,98,1
33,12,1
231,80,1
169,59,1
1,15,1
64,32,1
232,78,1
31,25,1
244,83,1
199,68,1
11,19,1
4,2,1
212,71,1
8,9,1
197,80,1
290,109,1
24,19,1
152,51,1
185,71,1
160,55,1
74,29,1
113,47,1
183,62,1
90,41,1
152,64,1
163,63,1
106,38,1
176,74,1
93,32,1
257,89,1
257,98,1
95,38,1
23,9,1
292,108,1
233,79,1
266,97,1
256,97,1
266,98,1
249,93,1
164,56,1
169,61,1
203,56,2
131,29,2
91,30,2
234,70,2
255,83,2
279,80,2
112,32,2
164,40,2
86,27,2
185,59,2
253,74,2
56,8,2
215,71,2
107,27,2
228,71,2
144,36,2
103,25,2
149,47,2
151,49,2
129,38,2
135,32,2
42,3,2
141,46,2
115,28,2
180,46,2
182,57,2
125,29,2
300,97,2
300,97,2
184,46,2
140,37,2
289,89,2
19,3,2
99,17,2
190,59,2
300,84,2
62,14,2
49,1,2
103,19,2
169,41,2
191,52,2
219,58,2
283,91,2
88,27,2
131,32,2
268,83,2
137,37,2
112,30,2
78,14,2
38,5,2
220,50,3
256,57,3
99,12,3
74,2,3
131,16,3
219,52,3
91,3,3
195,41,3
209,49,3
69,6,3
113,17,3
242,54,3
164,22,3
251,60,3
162,24,3
154,32,3
168,36,3
83,2,3
78,4,3
126,11,3
264,61,3
282,76,3
196,39,3
230,56,3
241,48,3
229,45,3
231,54,3
143,21,3
120,19,3
163,27,3
289,75,3
216,42,3
198,44,3
163,23,3
186,44,3
97,6,3
255,54,3
253,58,3
77,1,3
73,4,3
153,21,3
151,21,3
98,8,3
246,55,3
272,66,3
54,1,3
143,18,3
263,57,3
196,41,3
195,45,3
196,22,4
122,4,4
203,15,4
265,47,4
184,19,4
293,56,4
129,2,4
272,57,4
247,34,4
235,40,4
253,29,4
255,46,4
172,21,4
241,32,4
213,37,4
276,47,4
211,35,4
266,42,4
162,12,4
243,44,4
156,16,4
234,41,4
259,34,4
200,30,4
197,19,4
188,19,4
224,38,4
228,40,4
181,19,4
181,11,4
186,27,4
199,28,4
195,16,4
155,2,4
246,35,4
244,39,4
240,41,4
135,4,4
236,27,4
214,35,4
261,53,4
238,29,4
266,35,4
181,11,4
274,42,4
153,10,4
151,16,4
208,15,4
283,48,4
283,52,4
