37,120,-1
31,131,-1
50,118,-1
76,111,-1
64,122,-1
119,50,-1
133,10,-1
69,103,-1
124,18,-1
86,98,-1
51,119,-1
133,38,-1
13,133,-1
126,40,-1
3,139,-1
103,74,-1
108,83,-1
115,80,-1
14,126,-1
69,123,-1
30,132,-1
18,134,-1
115,49,-1
125,59,-1
48,113,-1
37,130,-1
72,116,-1
73,118,-1
74,115,-1
14,140,-1
114,81,-1
53,123,-1
43,131,-1
136,28,-1
10,140,-1
32,132,-1
79,116,-1
65,118,-1
121,57,-1
34,127,-1
125,47,-1
119,60,-1
106,72,-1
25,139,-1
132,30,-1
5,135,-1
139,18,-1
66,115,-1
35,128,-1
118,51,-1
52,126,-1
93,100,-1
135,35,-1
128,24,-1
108,59,-1
88,108,-1
6,134,-1
125,36,-1
136,15,-1
128,24,-1
135,25,-1
89,88,-1
79,99,-1
87,96,-1
127,25,-1
80,99,-1
107,75,-1
119,64,-1
107,65,-1
20,134,-1
48,132,-1
113,63,-1
125,42,-1
69,119,-1
8,140,-1
108,91,-1
82,108,-1
118,72,-1
32,120,-1
26,125,-1
91,98,-1
129,46,-1
126,9,-1
30,119,-1
127,14,-1
140,1,-1
90,100,-1
129,15,-1
48,115,-1
68,121,-1
46,126,-1
64,105,-1
104,77,-1
69,122,-1
61,116,-1
123,40,-1
107,63,-1
45,127,-1
113,53,-1
0,0,-1
58,107,1
92,73,1
121,18,1
65,98,1
56,83,1
121,16,1
91,54,1
69,97,1
107,33,1
65,78,1
110,11,1
37,100,1
113,7,1
81,76,1
32,97,1
79,91,1
93,72,1
36,109,1
100,5,1
60,102,1
115,1,1
32,116,1
103,43,1
86,72,1
101,61,1
113,6,1
23,120,1
2,115,1
9,120,1
38,105,1
68,77,1
78,77,1
122,6,1
36,112,1
58,106,1
71,98,1
105,51,1
43,97,1
103,5,1
117,8,1
105,5,1
106,39,1
88,68,1
102,59,1
96,70,1
104,48,1
84,62,1
122,9,1
53,107,1
57,87,1
95,45,1
79,62,1
36,108,1
103,66,1
68,89,1
102,61,1
49,98,1
35,97,1
107,39,1
67,78,1
97,58,1
118,2,1
73,82,1
100,16,1
115,27,1
93,74,1
99,40,1
112,18,1
104,43,1
113,11,1
103,26,1
90,80,1
66,101,1
74,84,1
114,8,1
33,98,1
54,96,1
29,99,1
35,98,1
50,100,1
54,85,1
111,8,1
31,99,1
89,60,1
35,111,1
90,49,1
65,91,1
26,101,1
18,111,1
96,75,1
15,113,1
27,108,1
108,57,1
75,75,1
38,113,1
87,59,1
104,26,1
78,73,1
112,37,1
0,0,1
